DHB,year,sex,cancer,incidence_num,incidence_rate,group
Canterbury,2017,Male,Prostate,470,108.7,Male
Capital & Coast,2017,Male,Prostate,236,114.9,Male
Counties Manukau,2017,Male,Prostate,287,84.9,Male
Hawke's Bay,2017,Male,Prostate,154,100.6,Male
Hutt Valley,2017,Male,Prostate,134,120,Male
Lakes,2017,Male,Prostate,62,70.8,Male
MidCentral,2017,Male,Prostate,199,127.6,Male
Nelson Marlborough,2017,Male,Prostate,181,115.1,Male
Northland,2017,Male,Prostate,176,96.8,Male
South Canterbury,2017,Male,Prostate,58,85.7,Male
Southern,2017,Male,Prostate,342,119.9,Male
Tairawhiti,2017,Male,Prostate,35,93.1,Male
Taranaki,2017,Male,Prostate,89,82.6,Male
Waikato,2017,Male,Prostate,331,101.7,Male
Wairarapa,2017,Male,Prostate,83,180.1,Male
Waitemata,2017,Male,Prostate,421,100,Male
West Coast,2017,Male,Prostate,24,67.9,Male
Whanganui,2017,Male,Prostate,82,137.1,Male
All New Zealand,2017,Male,Testis,170,7.4,Male
Auckland,2017,Male,Testis,13,4.7,Male
Bay of Plenty,2017,Male,Testis,4,0,Male
Canterbury,2017,Male,Testis,29,10.3,Male
Capital & Coast,2017,Male,Testis,9,6,Male
Counties Manukau,2017,Male,Testis,22,8.4,Male
Hawke's Bay,2017,Male,Testis,12,18.8,Male
Hutt Valley,2017,Male,Testis,8,11,Male
Lakes,2017,Male,Testis,4,0,Male
MidCentral,2017,Male,Testis,8,9.3,Male
Nelson Marlborough,2017,Male,Testis,7,13.3,Male
Northland,2017,Male,Testis,4,0,Male
South Canterbury,2017,Male,Testis,1,0,Male
Southern,2017,Male,Testis,11,6.8,Male
Taranaki,2017,Male,Testis,8,14.2,Male
Waikato,2017,Male,Testis,11,5.8,Male
Waitemata,2017,Male,Testis,15,5,Male
West Coast,2017,Male,Testis,1,0,Male
Whanganui,2017,Male,Testis,1,0,Male
All New Zealand,2018,Male,Bladder,343,8.4,Male
Auckland,2018,Male,Bladder,30,9.4,Male
Bay of Plenty,2018,Male,Bladder,29,10.9,Male
Canterbury,2018,Male,Bladder,30,6.1,Male
Capital & Coast,2018,Male,Bladder,36,15.7,Male
Counties Manukau,2018,Male,Bladder,22,6.3,Male
Hawke's Bay,2018,Male,Bladder,11,6.3,Male
Hutt Valley,2018,Male,Bladder,15,12.1,Male
Lakes,2018,Male,Bladder,5,0,Male
MidCentral,2018,Male,Bladder,15,9.3,Male
Nelson Marlborough,2018,Male,Bladder,9,6.3,Male
Northland,2018,Male,Bladder,23,11.6,Male
South Canterbury,2018,Male,Bladder,6,8.8,Male
Southern,2018,Male,Bladder,25,7.9,Male
Tairawhiti,2018,Male,Bladder,9,21,Male
Taranaki,2018,Male,Bladder,10,8.8,Male
Waikato,2018,Male,Bladder,29,8.2,Male
Wairarapa,2018,Male,Bladder,3,0,Male
Waitemata,2018,Male,Bladder,28,6.2,Male
West Coast,2018,Male,Bladder,4,0,Male
Whanganui,2018,Male,Bladder,4,0,Male
All New Zealand,2018,Male,Kidney,387,10.8,Male
Auckland,2018,Male,Kidney,31,10.3,Male
Bay of Plenty,2018,Male,Kidney,24,11.7,Male
Canterbury,2018,Male,Kidney,44,12,Male
Capital & Coast,2018,Male,Kidney,15,7.1,Male
Counties Manukau,2018,Male,Kidney,25,7.3,Male
Hawke's Bay,2018,Male,Kidney,13,9.3,Male
Hutt Valley,2018,Male,Kidney,9,8.5,Male
Lakes,2018,Male,Kidney,10,10.4,Male
MidCentral,2018,Male,Kidney,12,8.5,Male
Nelson Marlborough,2018,Male,Kidney,18,13.3,Male
Northland,2018,Male,Kidney,15,8,Male
South Canterbury,2018,Male,Kidney,10,17.7,Male
Southern,2018,Male,Kidney,34,12.4,Male
Tairawhiti,2018,Male,Kidney,5,0,Male
Taranaki,2018,Male,Kidney,13,11.8,Male
Waikato,2018,Male,Kidney,41,13.2,Male
Wairarapa,2018,Male,Kidney,6,17.5,Male
Waitemata,2018,Male,Kidney,51,12.2,Male
West Coast,2018,Male,Kidney,4,0,Male
Whanganui,2018,Male,Kidney,7,11.3,Male
All New Zealand,2018,Male,Prostate,4215,110.4,Male
Auckland,2018,Male,Prostate,322,105,Male
Bay of Plenty,2018,Male,Prostate,258,112.2,Male
Canterbury,2018,Male,Prostate,455,103.9,Male
Capital & Coast,2018,Male,Prostate,225,105,Male
Counties Manukau,2018,Male,Prostate,299,85.6,Male
Hawke's Bay,2018,Male,Prostate,147,95.8,Male
Hutt Valley,2018,Male,Prostate,128,113.6,Male
Lakes,2018,Male,Prostate,85,91.8,Male
MidCentral,2018,Male,Prostate,216,139.4,Male
Nelson Marlborough,2018,Male,Prostate,192,119,Male
Northland,2018,Male,Prostate,232,123.8,Male
South Canterbury,2018,Male,Prostate,74,118.7,Male
Southern,2018,Male,Prostate,365,128.4,Male
Tairawhiti,2018,Male,Prostate,37,91.5,Male
Taranaki,2018,Male,Prostate,96,90.1,Male
Waikato,2018,Male,Prostate,456,135.4,Male
Wairarapa,2018,Male,Prostate,54,108.1,Male
Waitemata,2018,Male,Prostate,445,103.1,Male
West Coast,2018,Male,Prostate,37,102.5,Male
Whanganui,2018,Male,Prostate,90,143.9,Male
All New Zealand,2018,Male,Testis,173,7.1,Male
Auckland,2018,Male,Testis,15,5.6,Male
Bay of Plenty,2018,Male,Testis,8,6.2,Male
Canterbury,2018,Male,Testis,17,5.4,Male
Capital & Coast,2018,Male,Testis,6,3.8,Male
Counties Manukau,2018,Male,Testis,19,6.5,Male
Hawke's Bay,2018,Male,Testis,10,12.6,Male
Hutt Valley,2018,Male,Testis,8,10.6,Male
Lakes,2018,Male,Testis,4,0,Male
MidCentral,2018,Male,Testis,8,9.6,Male
Nelson Marlborough,2018,Male,Testis,12,18.2,Male
Northland,2018,Male,Testis,11,15.4,Male
South Canterbury,2018,Male,Testis,2,0,Male
Southern,2018,Male,Testis,5,0,Male
Tairawhiti,2018,Male,Testis,1,0,Male
Taranaki,2018,Male,Testis,2,0,Male
Waikato,2018,Male,Testis,20,10.7,Male
Wairarapa,2018,Male,Testis,1,0,Male
Waitemata,2018,Male,Testis,21,7.1,Male
West Coast,2018,Male,Testis,1,0,Male
Whanganui,2018,Male,Testis,2,0,Male
All New Zealand,2019,Male,Bladder,347,8.3,Male
Auckland,2019,Male,Bladder,28,8.8,Male
Bay of Plenty,2019,Male,Bladder,24,9.3,Male
Canterbury,2019,Male,Bladder,32,6.6,Male
Capital & Coast,2019,Male,Bladder,16,7,Male
Counties Manukau,2019,Male,Bladder,39,10.9,Male
Hawke's Bay,2019,Male,Bladder,19,11.1,Male
Hutt Valley,2019,Male,Bladder,7,5.2,Male
Lakes,2019,Male,Bladder,6,5.9,Male
MidCentral,2019,Male,Bladder,14,7.5,Male
Nelson Marlborough,2019,Male,Bladder,9,4.9,Male
Northland,2019,Male,Bladder,29,13.7,Male
South Canterbury,2019,Male,Bladder,2,0,Male
Southern,2019,Male,Bladder,22,6.8,Male
Tairawhiti,2019,Male,Bladder,2,0,Male
Taranaki,2019,Male,Bladder,9,8.4,Male
Waikato,2019,Male,Bladder,25,6.2,Male
Wairarapa,2019,Male,Bladder,8,15,Male
Waitemata,2019,Male,Bladder,46,9.7,Male
West Coast,2019,Male,Bladder,3,0,Male
Whanganui,2019,Male,Bladder,7,9,Male
All New Zealand,2019,Male,Kidney,383,10.6,Male
Auckland,2019,Male,Kidney,34,11.1,Male
Bay of Plenty,2019,Male,Kidney,23,10.9,Male
Canterbury,2019,Male,Kidney,53,12.8,Male
Capital & Coast,2019,Male,Kidney,15,6.9,Male
Counties Manukau,2019,Male,Kidney,48,13.8,Male
Hawke's Bay,2019,Male,Kidney,14,10.5,Male
Hutt Valley,2019,Male,Kidney,12,12.2,Male
Lakes,2019,Male,Kidney,10,11.4,Male
MidCentral,2019,Male,Kidney,16,10.8,Male
Nelson Marlborough,2019,Male,Kidney,19,12.3,Male
Northland,2019,Male,Kidney,16,9.3,Male
South Canterbury,2019,Male,Kidney,4,0,Male
Southern,2019,Male,Kidney,32,11.3,Male
Tairawhiti,2019,Male,Kidney,1,0,Male
Taranaki,2019,Male,Kidney,10,10.2,Male
Waikato,2019,Male,Kidney,24,7.4,Male
Wairarapa,2019,Male,Kidney,3,0,Male
Waitemata,2019,Male,Kidney,35,8.3,Male
West Coast,2019,Male,Kidney,4,0,Male
Whanganui,2019,Male,Kidney,10,18.2,Male
All New Zealand,2019,Male,Prostate,4239,107.6,Male
Auckland,2019,Male,Prostate,304,96.5,Male
Bay of Plenty,2019,Male,Prostate,261,110.4,Male
Canterbury,2019,Male,Prostate,482,107,Male
Capital & Coast,2019,Male,Prostate,237,108.8,Male
Counties Manukau,2019,Male,Prostate,359,99.3,Male
Hawke's Bay,2019,Male,Prostate,139,86.6,Male
Hutt Valley,2019,Male,Prostate,91,78,Male
Lakes,2019,Male,Prostate,98,104,Male
MidCentral,2019,Male,Prostate,195,119,Male
Nelson Marlborough,2019,Male,Prostate,200,120,Male
Northland,2019,Male,Prostate,209,105.6,Male
South Canterbury,2019,Male,Prostate,76,119.3,Male
Southern,2019,Male,Prostate,392,133,Male
Tairawhiti,2019,Male,Prostate,36,83.6,Male
Taranaki,2019,Male,Prostate,104,96.6,Male
Waikato,2019,Male,Prostate,373,106.9,Male
Wairarapa,2019,Male,Prostate,43,85.4,Male
Waitemata,2019,Male,Prostate,524,118.3,Male
West Coast,2019,Male,Prostate,36,99.1,Male
Whanganui,2019,Male,Prostate,77,122,Male
All New Zealand,2019,Male,Testis,177,7.3,Male
Auckland,2019,Male,Testis,15,5,Male
Bay of Plenty,2019,Male,Testis,6,6.3,Male
Canterbury,2019,Male,Testis,23,7.8,Male
Capital & Coast,2019,Male,Testis,9,5.8,Male
Counties Manukau,2019,Male,Testis,22,7.6,Male
Hawke's Bay,2019,Male,Testis,10,13.3,Male
Hutt Valley,2019,Male,Testis,5,0,Male
Lakes,2019,Male,Testis,5,0,Male
MidCentral,2019,Male,Testis,8,10.3,Male
Nelson Marlborough,2019,Male,Testis,7,9.3,Male
Northland,2019,Male,Testis,4,0,Male
Southern,2019,Male,Testis,12,7,Male
Taranaki,2019,Male,Testis,4,0,Male
Waikato,2019,Male,Testis,22,10.2,Male
Wairarapa,2019,Male,Testis,1,0,Male
Waitemata,2019,Male,Testis,22,7.5,Male
Whanganui,2019,Male,Testis,2,0,Male
All New Zealand,2020,Male,Bladder,362,8.3,Male
Auckland,2020,Male,Bladder,14,4.2,Male
Bay of Plenty,2020,Male,Bladder,21,6.4,Male
Canterbury,2020,Male,Bladder,49,10.3,Male
Capital & Coast,2020,Male,Bladder,17,6.8,Male
Counties Manukau,2020,Male,Bladder,27,7.2,Male
Hawke's Bay,2020,Male,Bladder,16,10.3,Male
Hutt Valley,2020,Male,Bladder,14,11,Male
Lakes,2020,Male,Bladder,8,7.3,Male
MidCentral,2020,Male,Bladder,21,11,Male
Nelson Marlborough,2020,Male,Bladder,13,6.5,Male
Northland,2020,Male,Bladder,29,14.4,Male
South Canterbury,2020,Male,Bladder,7,8.7,Male
Southern,2020,Male,Bladder,21,6.4,Male
Tairawhiti,2020,Male,Bladder,1,0,Male
Taranaki,2020,Male,Bladder,22,17,Male
Waikato,2020,Male,Bladder,34,8.8,Male
Wairarapa,2020,Male,Bladder,1,0,Male
Waitemata,2020,Male,Bladder,32,6.5,Male
West Coast,2020,Male,Bladder,4,0,Male
Whanganui,2020,Male,Bladder,11,16.7,Male
All New Zealand,2020,Male,Kidney,459,12.2,Male
Auckland,2020,Male,Kidney,35,11.9,Male
Bay of Plenty,2020,Male,Kidney,25,11.7,Male
Canterbury,2020,Male,Kidney,57,13.3,Male
Capital & Coast,2020,Male,Kidney,30,14,Male
Counties Manukau,2020,Male,Kidney,50,13.6,Male
Hawke's Bay,2020,Male,Kidney,13,9.7,Male
Hutt Valley,2020,Male,Kidney,11,9.3,Male
Lakes,2020,Male,Kidney,10,10.5,Male
MidCentral,2020,Male,Kidney,21,15.3,Male
Nelson Marlborough,2020,Male,Kidney,16,10.1,Male
Northland,2020,Male,Kidney,19,8.9,Male
South Canterbury,2020,Male,Kidney,10,21.2,Male
Southern,2020,Male,Kidney,32,11.2,Male
Tairawhiti,2020,Male,Kidney,4,0,Male
Taranaki,2020,Male,Kidney,23,22.3,Male
Waikato,2020,Male,Kidney,39,11.1,Male
Wairarapa,2020,Male,Kidney,3,0,Male
Waitemata,2020,Male,Kidney,49,11.1,Male
West Coast,2020,Male,Kidney,2,0,Male
Whanganui,2020,Male,Kidney,7,9.2,Male
All New Zealand,2020,Male,Prostate,4007,98.3,Male
Auckland,2020,Male,Prostate,298,90.5,Male
Bay of Plenty,2020,Male,Prostate,222,91.9,Male
Canterbury,2020,Male,Prostate,454,98.3,Male
Capital & Coast,2020,Male,Prostate,234,103.6,Male
Counties Manukau,2020,Male,Prostate,309,81.6,Male
Hawke's Bay,2020,Male,Prostate,156,91.9,Male
Hutt Valley,2020,Male,Prostate,135,113.5,Male
Lakes,2020,Male,Prostate,81,83.7,Male
MidCentral,2020,Male,Prostate,236,141.7,Male
Nelson Marlborough,2020,Male,Prostate,157,89.3,Male
Northland,2020,Male,Prostate,186,91.6,Male
South Canterbury,2020,Male,Prostate,58,87.4,Male
Southern,2020,Male,Prostate,422,139.5,Male
Tairawhiti,2020,Male,Prostate,37,87.9,Male
Taranaki,2020,Male,Prostate,94,86.9,Male
Waikato,2020,Male,Prostate,291,81,Male
Wairarapa,2020,Male,Prostate,43,77.4,Male
Waitemata,2020,Male,Prostate,447,96.5,Male
West Coast,2020,Male,Prostate,37,91.5,Male
Whanganui,2020,Male,Prostate,107,161.5,Male
All New Zealand,2020,Male,Testis,199,8,Male
Auckland,2020,Male,Testis,19,6.3,Male
Bay of Plenty,2020,Male,Testis,8,8.2,Male
Canterbury,2020,Male,Testis,31,10.5,Male
Capital & Coast,2020,Male,Testis,8,4.7,Male
Counties Manukau,2020,Male,Testis,17,5.9,Male
Hawke's Bay,2020,Male,Testis,8,9.9,Male
Hutt Valley,2020,Male,Testis,6,7.6,Male
Lakes,2020,Male,Testis,5,0,Male
MidCentral,2020,Male,Testis,6,6.5,Male
Nelson Marlborough,2020,Male,Testis,4,0,Male
Northland,2020,Male,Testis,5,0,Male
South Canterbury,2020,Male,Testis,1,0,Male
Southern,2020,Male,Testis,15,8,Male
Tairawhiti,2020,Male,Testis,3,0,Male
Taranaki,2020,Male,Testis,5,0,Male
Waikato,2020,Male,Testis,32,15.7,Male
Wairarapa,2020,Male,Testis,2,0,Male
Waitemata,2020,Male,Testis,21,6.8,Male
Whanganui,2020,Male,Testis,3,0,Male
West Coast,2011,Male,Testis,0,0,Male
Wairarapa,2012,Male,Testis,0,0,Male
Whanganui,2013,Male,Testis,0,0,Male
South Canterbury,2014,Male,Testis,0,0,Male
West Coast,2014,Male,Testis,0,0,Male
Taranaki,2015,Male,Testis,0,0,Male
West Coast,2015,Male,Testis,0,0,Male
Tairawhiti,2016,Male,Testis,0,0,Male
West Coast,2016,Male,Testis,0,0,Male
Whanganui,2016,Male,Testis,0,0,Male
Tairawhiti,2017,Male,Bladder,0,0,Male
Tairawhiti,2017,Male,Testis,0,0,Male
Wairarapa,2017,Male,Testis,0,0,Male
South Canterbury,2019,Male,Testis,0,0,Male
Tairawhiti,2019,Male,Testis,0,0,Male
West Coast,2019,Male,Testis,0,0,Male
West Coast,2020,Male,Testis,0,0,Male
All New Zealand,2011,Female,Breast,2874,92.4,Female
Auckland,2011,Female,Breast,272,97.6,Female
Bay of Plenty,2011,Female,Breast,186,109,Female
Canterbury,2011,Female,Breast,312,82.6,Female
Capital & Coast,2011,Female,Breast,195,102.1,Female
Counties Manukau,2011,Female,Breast,256,87.2,Female
Hawke's Bay,2011,Female,Breast,126,101.1,Female
Hutt Valley,2011,Female,Breast,98,98.7,Female
Lakes,2011,Female,Breast,75,110,Female
MidCentral,2011,Female,Breast,106,85,Female
Nelson Marlborough,2011,Female,Breast,83,70.5,Female
Northland,2011,Female,Breast,114,95.6,Female
South Canterbury,2011,Female,Breast,37,83,Female
Southern,2011,Female,Breast,231,100.7,Female
Tairawhiti,2011,Female,Breast,23,62.2,Female
Taranaki,2011,Female,Breast,79,86.1,Female
Waikato,2011,Female,Breast,241,93.3,Female
Wairarapa,2011,Female,Breast,22,59.5,Female
Waitemata,2011,Female,Breast,339,91.2,Female
West Coast,2011,Female,Breast,23,89,Female
Whanganui,2011,Female,Breast,50,102.8,Female
All New Zealand,2011,Female,Ovarian,281,8.8,Female
Auckland,2011,Female,Ovarian,26,9.5,Female
Bay of Plenty,2011,Female,Ovarian,15,9.2,Female
Canterbury,2011,Female,Ovarian,32,8.6,Female
Capital & Coast,2011,Female,Ovarian,23,11.7,Female
Counties Manukau,2011,Female,Ovarian,26,8.9,Female
Hawke's Bay,2011,Female,Ovarian,8,5.5,Female
Hutt Valley,2011,Female,Ovarian,12,10.8,Female
Lakes,2011,Female,Ovarian,4,0,Female
MidCentral,2011,Female,Ovarian,10,8.3,Female
Nelson Marlborough,2011,Female,Ovarian,13,10.8,Female
Northland,2011,Female,Ovarian,12,8.5,Female
South Canterbury,2011,Female,Ovarian,5,0,Female
Southern,2011,Female,Ovarian,26,11.4,Female
Tairawhiti,2011,Female,Ovarian,1,0,Female
Taranaki,2011,Female,Ovarian,9,8.6,Female
Waikato,2011,Female,Ovarian,16,6.4,Female
Wairarapa,2011,Female,Ovarian,3,0,Female
Waitemata,2011,Female,Ovarian,32,8,Female
West Coast,2011,Female,Ovarian,1,0,Female
Whanganui,2011,Female,Ovarian,7,11.9,Female
All New Zealand,2011,Female,Thyroid,190,7.2,Female
Auckland,2011,Female,Thyroid,20,7.7,Female
Bay of Plenty,2011,Female,Thyroid,7,4.8,Female
Canterbury,2011,Female,Thyroid,18,5.8,Female
Capital & Coast,2011,Female,Thyroid,10,5.8,Female
Counties Manukau,2011,Female,Thyroid,31,11.5,Female
Hawke's Bay,2011,Female,Thyroid,8,6.4,Female
Hutt Valley,2011,Female,Thyroid,5,0,Female
Lakes,2011,Female,Thyroid,8,13.8,Female
MidCentral,2011,Female,Thyroid,10,10.1,Female
Nelson Marlborough,2011,Female,Thyroid,2,0,Female
Northland,2011,Female,Thyroid,6,6.4,Female
South Canterbury,2011,Female,Thyroid,4,0,Female
Southern,2011,Female,Thyroid,12,7.1,Female
Tairawhiti,2011,Female,Thyroid,1,0,Female
Taranaki,2011,Female,Thyroid,3,0,Female
Waikato,2011,Female,Thyroid,16,7.7,Female
Wairarapa,2011,Female,Thyroid,2,0,Female
Waitemata,2011,Female,Thyroid,19,5.6,Female
West Coast,2011,Female,Thyroid,1,0,Female
Whanganui,2011,Female,Thyroid,5,0,Female
All New Zealand,2011,Female,Uterine,455,14.5,Female
Auckland,2011,Female,Uterine,53,19.5,Female
Bay of Plenty,2011,Female,Uterine,26,12.9,Female
Canterbury,2011,Female,Uterine,45,11.9,Female
Capital & Coast,2011,Female,Uterine,25,12.8,Female
Counties Manukau,2011,Female,Uterine,56,19.1,Female
Hawke's Bay,2011,Female,Uterine,19,13.8,Female
Hutt Valley,2011,Female,Uterine,11,10,Female
Lakes,2011,Female,Uterine,8,11,Female
MidCentral,2011,Female,Uterine,21,17.3,Female
Nelson Marlborough,2011,Female,Uterine,13,10.9,Female
Northland,2011,Female,Uterine,15,12,Female
South Canterbury,2011,Female,Uterine,6,12.1,Female
Southern,2011,Female,Uterine,27,11.8,Female
Tairawhiti,2011,Female,Uterine,5,0,Female
Taranaki,2011,Female,Uterine,10,9.2,Female
Waikato,2011,Female,Uterine,33,12.1,Female
Wairarapa,2011,Female,Uterine,5,0,Female
Waitemata,2011,Female,Uterine,65,18,Female
West Coast,2011,Female,Uterine,2,0,Female
Whanganui,2011,Female,Uterine,10,17.6,Female
All New Zealand,2012,Female,Breast,3037,97.2,Female
Auckland,2012,Female,Breast,276,98.2,Female
Bay of Plenty,2012,Female,Breast,162,96.5,Female
Canterbury,2012,Female,Breast,362,100.6,Female
Capital & Coast,2012,Female,Breast,203,102.2,Female
Counties Manukau,2012,Female,Breast,276,92.2,Female
Hawke's Bay,2012,Female,Breast,151,120.9,Female
Hutt Valley,2012,Female,Breast,92,91.8,Female
Lakes,2012,Female,Breast,77,105,Female
MidCentral,2012,Female,Breast,131,106,Female
Nelson Marlborough,2012,Female,Breast,97,81.7,Female
Northland,2012,Female,Breast,124,96.3,Female
South Canterbury,2012,Female,Breast,40,88.4,Female
Southern,2012,Female,Breast,183,81.9,Female
Tairawhiti,2012,Female,Breast,29,91.6,Female
Taranaki,2012,Female,Breast,85,97.6,Female
Waikato,2012,Female,Breast,268,101.2,Female
Wairarapa,2012,Female,Breast,32,85,Female
Waitemata,2012,Female,Breast,390,103.3,Female
West Coast,2012,Female,Breast,14,53.4,Female
Whanganui,2012,Female,Breast,45,83.7,Female
All New Zealand,2012,Female,Ovarian,267,8,Female
Auckland,2012,Female,Ovarian,18,6.3,Female
Bay of Plenty,2012,Female,Ovarian,17,9.3,Female
Canterbury,2012,Female,Ovarian,40,10.1,Female
Capital & Coast,2012,Female,Ovarian,14,7,Female
Counties Manukau,2012,Female,Ovarian,18,6,Female
Hawke's Bay,2012,Female,Ovarian,9,7.1,Female
Hutt Valley,2012,Female,Ovarian,6,5.3,Female
Lakes,2012,Female,Ovarian,5,0,Female
MidCentral,2012,Female,Ovarian,10,7.2,Female
Nelson Marlborough,2012,Female,Ovarian,12,9.1,Female
Northland,2012,Female,Ovarian,11,12,Female
South Canterbury,2012,Female,Ovarian,9,13.5,Female
Southern,2012,Female,Ovarian,20,7.4,Female
Tairawhiti,2012,Female,Ovarian,6,17,Female
Taranaki,2012,Female,Ovarian,13,15.5,Female
Waikato,2012,Female,Ovarian,23,7.4,Female
Wairarapa,2012,Female,Ovarian,4,0,Female
Waitemata,2012,Female,Ovarian,25,6.6,Female
West Coast,2012,Female,Ovarian,3,0,Female
Whanganui,2012,Female,Ovarian,4,0,Female
All New Zealand,2012,Female,Thyroid,210,8,Female
Auckland,2012,Female,Thyroid,29,10.8,Female
Bay of Plenty,2012,Female,Thyroid,9,6.6,Female
Canterbury,2012,Female,Thyroid,21,6.8,Female
Capital & Coast,2012,Female,Thyroid,11,6.3,Female
Counties Manukau,2012,Female,Thyroid,27,9.1,Female
Hawke's Bay,2012,Female,Thyroid,5,0,Female
Hutt Valley,2012,Female,Thyroid,8,9.2,Female
Lakes,2012,Female,Thyroid,3,0,Female
MidCentral,2012,Female,Thyroid,13,12.1,Female
Nelson Marlborough,2012,Female,Thyroid,4,0,Female
Northland,2012,Female,Thyroid,6,7.5,Female
South Canterbury,2012,Female,Thyroid,2,0,Female
Southern,2012,Female,Thyroid,11,6.8,Female
Tairawhiti,2012,Female,Thyroid,1,0,Female
Taranaki,2012,Female,Thyroid,4,0,Female
Waikato,2012,Female,Thyroid,26,12.7,Female
Wairarapa,2012,Female,Thyroid,2,0,Female
Waitemata,2012,Female,Thyroid,22,6.5,Female
West Coast,2012,Female,Thyroid,1,0,Female
Whanganui,2012,Female,Thyroid,4,0,Female
All New Zealand,2012,Female,Uterine,518,16.3,Female
Auckland,2012,Female,Uterine,45,15.7,Female
Bay of Plenty,2012,Female,Uterine,23,12.1,Female
Canterbury,2012,Female,Uterine,68,18.1,Female
Capital & Coast,2012,Female,Uterine,28,14.2,Female
Counties Manukau,2012,Female,Uterine,86,29.1,Female
Hawke's Bay,2012,Female,Uterine,19,14.2,Female
Hutt Valley,2012,Female,Uterine,14,13.4,Female
Lakes,2012,Female,Uterine,15,21.5,Female
MidCentral,2012,Female,Uterine,22,15.6,Female
Nelson Marlborough,2012,Female,Uterine,10,7.6,Female
Northland,2012,Female,Uterine,30,21.3,Female
South Canterbury,2012,Female,Uterine,7,16,Female
Southern,2012,Female,Uterine,28,12.5,Female
Tairawhiti,2012,Female,Uterine,8,23.4,Female
Taranaki,2012,Female,Uterine,8,8.4,Female
Waikato,2012,Female,Uterine,36,13.7,Female
Wairarapa,2012,Female,Uterine,9,23.4,Female
Waitemata,2012,Female,Uterine,54,13.9,Female
West Coast,2012,Female,Uterine,4,0,Female
Whanganui,2012,Female,Uterine,3,0,Female
All New Zealand,2013,Female,Breast,3030,94.7,Female
Auckland,2013,Female,Breast,282,96.8,Female
Bay of Plenty,2013,Female,Breast,185,103.6,Female
Canterbury,2013,Female,Breast,356,94.2,Female
Capital & Coast,2013,Female,Breast,175,89.1,Female
Counties Manukau,2013,Female,Breast,290,94.2,Female
Hawke's Bay,2013,Female,Breast,127,104.2,Female
Hutt Valley,2013,Female,Breast,87,86.2,Female
Lakes,2013,Female,Breast,67,90.3,Female
MidCentral,2013,Female,Breast,120,96,Female
Nelson Marlborough,2013,Female,Breast,109,94,Female
Northland,2013,Female,Breast,114,81,Female
South Canterbury,2013,Female,Breast,49,98.4,Female
Southern,2013,Female,Breast,245,106.6,Female
Tairawhiti,2013,Female,Breast,30,92.1,Female
Taranaki,2013,Female,Breast,80,85.6,Female
Waikato,2013,Female,Breast,239,88.3,Female
Wairarapa,2013,Female,Breast,29,80,Female
Waitemata,2013,Female,Breast,377,97.4,Female
West Coast,2013,Female,Breast,24,96.9,Female
Whanganui,2013,Female,Breast,40,79.3,Female
All New Zealand,2013,Female,Ovarian,296,8.7,Female
Auckland,2013,Female,Ovarian,31,10.3,Female
Bay of Plenty,2013,Female,Ovarian,16,10.7,Female
Canterbury,2013,Female,Ovarian,36,8.3,Female
Capital & Coast,2013,Female,Ovarian,16,7.5,Female
Counties Manukau,2013,Female,Ovarian,19,5.9,Female
Hawke's Bay,2013,Female,Ovarian,12,8.9,Female
Hutt Valley,2013,Female,Ovarian,9,7.9,Female
Lakes,2013,Female,Ovarian,4,0,Female
MidCentral,2013,Female,Ovarian,12,9.4,Female
Nelson Marlborough,2013,Female,Ovarian,16,10.8,Female
Northland,2013,Female,Ovarian,9,6.9,Female
South Canterbury,2013,Female,Ovarian,3,0,Female
Southern,2013,Female,Ovarian,22,9.6,Female
Tairawhiti,2013,Female,Ovarian,2,0,Female
Taranaki,2013,Female,Ovarian,12,11,Female
Waikato,2013,Female,Ovarian,26,9.2,Female
Wairarapa,2013,Female,Ovarian,6,17.2,Female
Waitemata,2013,Female,Ovarian,35,8.8,Female
West Coast,2013,Female,Ovarian,1,0,Female
Whanganui,2013,Female,Ovarian,9,16.1,Female
All New Zealand,2013,Female,Thyroid,214,8.3,Female
Auckland,2013,Female,Thyroid,30,11.1,Female
Bay of Plenty,2013,Female,Thyroid,9,7,Female
Canterbury,2013,Female,Thyroid,16,5.5,Female
Capital & Coast,2013,Female,Thyroid,10,6.2,Female
Counties Manukau,2013,Female,Thyroid,25,9.1,Female
Hawke's Bay,2013,Female,Thyroid,14,13.4,Female
Hutt Valley,2013,Female,Thyroid,4,0,Female
Lakes,2013,Female,Thyroid,6,8.9,Female
MidCentral,2013,Female,Thyroid,7,5.8,Female
Nelson Marlborough,2013,Female,Thyroid,1,0,Female
Northland,2013,Female,Thyroid,12,10.2,Female
South Canterbury,2013,Female,Thyroid,4,0,Female
Southern,2013,Female,Thyroid,7,3.5,Female
Tairawhiti,2013,Female,Thyroid,6,25.8,Female
Taranaki,2013,Female,Thyroid,6,5.9,Female
Waikato,2013,Female,Thyroid,19,9.8,Female
Wairarapa,2013,Female,Thyroid,2,0,Female
Waitemata,2013,Female,Thyroid,29,8.7,Female
Whanganui,2013,Female,Thyroid,6,22.6,Female
All New Zealand,2013,Female,Uterine,543,16.8,Female
Auckland,2013,Female,Uterine,68,24.3,Female
Bay of Plenty,2013,Female,Uterine,30,15.2,Female
Canterbury,2013,Female,Uterine,60,15.7,Female
Capital & Coast,2013,Female,Uterine,29,14.9,Female
